Timestampe, Temperatura, Umiditate, Nivel UV, Toluen, Acetona, Amoniac, Alcool, Hidrogen, Dioxid de Carbon
3600.44,29.2,51.1,2,171.56,149.83,135.66,661.91,132.99,784.81
3601.02,29.2,51.1,2,171.56,149.83,135.66,661.91,132.99,784.81
3601.6,29.2,51.1,2,171.56,149.83,135.66,661.91,132.99,784.81
3602.18,29.2,51.1,2,171.56,149.83,135.66,661.91,132.99,784.81
3602.76,29.2,51,2,174.07,151.13,137.61,667.96,135.5,792
3603.34,29.2,51,2,181.44,154.95,143.34,685.75,142.87,813.15
3603.92,29.2,51,2,174.07,151.13,137.61,667.96,135.5,792
3604.5,29.2,51,2,174.07,151.13,137.61,667.96,135.5,792
3605.07,29.2,51.1,2,176.55,152.41,139.54,673.95,137.98,799.12
3605.66,29.2,51.1,2,174.07,151.13,137.61,667.96,135.5,792
3606.23,29.2,51.1,2,174.07,151.13,137.61,667.96,135.5,792
3606.81,29.2,51.1,2,176.55,152.41,139.54,673.95,137.98,799.12
3607.39,29.2,51.3,2,181.44,154.95,143.34,685.75,142.87,813.15
3607.97,29.2,51.3,2,179.01,153.69,141.45,679.88,140.44,806.17
3608.55,29.2,51.3,2,181.44,154.95,143.34,685.75,142.87,813.15
3609.13,29.2,51.3,2,183.85,156.19,145.22,691.56,145.28,820.06
3609.71,29.2,51.4,2,183.85,156.19,145.22,691.56,145.28,820.06
3610.29,29.2,51.4,2,183.85,156.19,145.22,691.56,145.28,820.06
3610.87,29.2,51.4,2,183.85,156.19,145.22,691.56,145.28,820.06
3611.45,29.2,51.4,2,183.85,156.19,145.22,691.56,145.28,820.06
3612.02,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3612.6,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3613.18,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3613.76,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3614.34,29.2,51.5,2,188.59,158.65,148.91,703.02,150.02,833.67
3614.92,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3615.5,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3616.08,29.2,51.5,2,183.85,156.19,145.22,691.56,145.28,820.06
3616.66,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3617.24,29.2,51.5,2,183.85,156.19,145.22,691.56,145.28,820.06
3617.82,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3618.39,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3618.97,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3618.39,29.2,51.5,2,186.23,157.43,147.07,697.32,147.66,826.9
3618.97,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3619.55,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3620.13,29.2,51.4,2,186.23,157.43,147.07,697.32,147.66,826.9
3620.71,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3621.29,29.2,51.4,3,197.81,163.42,156.08,725.27,159.24,860.12
3621.87,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3622.45,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3623.03,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3623.61,29.2,51.4,2,190.93,159.86,150.73,708.66,152.36,840.38
3624.19,29.2,51.4,2,188.59,158.65,148.91,703.02,150.02,833.67
3624.76,29.2,51.4,2,190.93,159.86,150.73,708.66,152.36,840.38
3625.34,29.2,51.4,2,190.93,159.86,150.73,708.66,152.36,840.38
3625.92,29.2,51.3,2,190.93,159.86,150.73,708.66,152.36,840.38
3626.5,29.2,51.3,2,188.59,158.65,148.91,703.02,150.02,833.67
3627.08,29.2,51.3,2,188.59,158.65,148.91,703.02,150.02,833.67
3627.66,29.2,51.3,3,197.81,163.42,156.08,725.27,159.24,860.12
3628.24,29.3,51.2,2,193.25,161.06,152.53,714.25,154.68,847.02
3628.82,29.3,51.2,2,193.25,161.06,152.53,714.25,154.68,847.02
3629.4,29.3,51.2,2,193.25,161.06,152.53,714.25,154.68,847.02
3629.98,29.3,51.2,2,193.25,161.06,152.53,714.25,154.68,847.02
3630.55,29.3,51.2,2,195.54,162.25,154.31,719.79,156.97,853.6
3631.14,29.3,51.2,2,190.93,159.86,150.73,708.66,152.36,840.38
3631.71,29.3,51.2,2,190.93,159.86,150.73,708.66,152.36,840.38
3632.29,29.3,51.2,2,190.93,159.86,150.73,708.66,152.36,840.38
3632.87,29.3,51.1,2,193.25,161.06,152.53,714.25,154.68,847.02
3633.45,29.3,51.1,2,193.25,161.06,152.53,714.25,154.68,847.02
3634.03,29.3,51.1,2,200.06,164.59,157.83,730.7,161.49,866.57
3634.61,29.3,51.1,2,193.25,161.06,152.53,714.25,154.68,847.02
3635.19,29.3,51.1,2,195.54,162.25,154.31,719.79,156.97,853.6
3637.5,29.3,51.1,2,195.54,162.25,154.31,719.79,156.97,853.6
3638.08,29.3,51.1,2,190.93,159.86,150.73,708.66,152.36,840.38
3638.66,29.3,51.1,2,190.93,159.86,150.73,708.66,152.36,840.38
3639.24,29.3,51.1,2,193.25,161.06,152.53,714.25,154.68,847.02
3639.82,29.3,51,3,193.25,161.06,152.53,714.25,154.68,847.02
3640.4,29.3,51,2,190.93,159.86,150.73,708.66,152.36,840.38
3640.98,29.3,51,2,190.93,159.86,150.73,708.66,152.36,840.38
3641.56,29.3,51,2,190.93,159.86,150.73,708.66,152.36,840.38
3642.14,29.3,51,2,190.93,159.86,150.73,708.66,152.36,840.38
3642.72,29.3,51,2,188.59,158.65,148.91,703.02,150.02,833.67
3643.29,29.3,51,2,190.93,159.86,150.73,708.66,152.36,840.38
3643.87,29.3,51,2,193.25,161.06,152.53,714.25,154.68,847.02
3644.45,29.3,51,3,195.54,162.25,154.31,719.79,156.97,853.6
3645.03,29.3,51,2,195.54,162.25,154.31,719.79,156.97,853.6
3645.61,29.3,51,2,195.54,162.25,154.31,719.79,156.97,853.6
3646.19,29.3,51,2,195.54,162.25,154.31,719.79,156.97,853.6
3646.77,29.3,50.9,2,197.81,163.42,156.08,725.27,159.24,860.12
3647.35,29.3,50.9,2,195.54,162.25,154.31,719.79,156.97,853.6
3647.93,29.3,50.9,2,197.81,163.42,156.08,725.27,159.24,860.12
3648.51,29.3,50.9,3,221.43,175.65,174.44,782.27,182.86,927.87
3649.08,29.3,50.9,3,223.46,176.7,176.02,787.17,184.89,933.69
3649.67,29.3,50.9,3,210.99,170.25,166.33,757.09,172.42,897.94
3650.24,29.3,50.9,3,213.12,171.35,167.98,762.22,174.55,904.03
3650.82,29.3,50.9,3,221.43,175.65,174.44,782.27,182.86,927.87
3651.4,29.3,51,3,223.46,176.7,176.02,787.17,184.89,933.69
3651.98,29.3,51,3,219.38,174.59,172.85,777.33,180.81,921.99
3652.56,29.3,51,3,210.99,170.25,166.33,757.09,172.42,897.94
3653.14,29.3,51,3,210.99,170.25,166.33,757.09,172.42,897.94
3653.72,29.3,50.5,3,210.99,170.25,166.33,757.09,172.42,897.94
3654.3,29.3,50.5,3,213.12,171.35,167.98,762.22,174.55,904.03
3654.88,29.3,50.5,3,217.31,173.52,171.24,772.34,178.74,916.06
3655.45,29.3,50.5,3,219.38,174.59,172.85,777.33,180.81,921.99
3656.03,29.3,49.2,3,219.38,174.59,172.85,777.33,180.81,921.99
3656.61,29.3,49.2,3,217.31,173.52,171.24,772.34,178.74,916.06
3657.19,29.3,49.2,3,215.23,172.44,169.62,767.3,176.65,910.07
3657.77,29.3,49.2,3,217.31,173.52,171.24,772.34,178.74,916.06
3658.35,29.3,46.3,3,227.46,178.77,179.14,796.84,188.89,945.18
3658.93,29.3,46.3,3,219.38,174.59,172.85,777.33,180.81,921.99
3659.51,29.3,46.3,3,221.43,175.65,174.44,782.27,182.86,927.87
3660.09,29.3,46.3,3,223.46,176.7,176.02,787.17,184.89,933.69
3660.67,29.3,43.5,3,227.46,178.77,179.14,796.84,188.89,945.18
3661.25,29.3,43.5,3,225.47,177.74,177.59,792.03,186.9,939.46
3661.83,29.3,43.5,3,227.46,178.77,179.14,796.84,188.89,945.18
3662.4,29.3,43.5,3,227.46,178.77,179.14,796.84,188.89,945.18
3662.98,29.3,41.3,4,231.39,180.81,182.2,806.33,192.82,956.46
3663.56,29.3,41.3,3,227.46,178.77,179.14,796.84,188.89,945.18
3664.14,29.3,41.3,3,227.46,178.77,179.14,796.84,188.89,945.18
3664.72,29.3,41.3,4,237.16,183.8,186.68,820.26,198.59,973.01
3665.3,29.2,39.9,4,229.44,179.8,180.67,801.61,190.87,950.84
3665.88,29.2,39.9,3,225.47,177.74,177.59,792.03,186.9,939.46
3666.46,29.2,39.9,3,227.46,178.77,179.14,796.84,188.89,945.18
3667.04,29.2,39.9,3,227.46,178.77,179.14,796.84,188.89,945.18
3667.61,29.2,39,4,227.46,178.77,179.14,796.84,188.89,945.18
3668.2,29.2,39,3,225.47,177.74,177.59,792.03,186.9,939.46
3668.77,29.2,39,3,223.46,176.7,176.02,787.17,184.89,933.69
3669.35,29.2,39,3,225.47,177.74,177.59,792.03,186.9,939.46
3669.93,29.2,38.6,4,229.44,179.8,180.67,801.61,190.87,950.84
3670.51,29.2,38.6,3,227.46,178.77,179.14,796.84,188.89,945.18
3671.09,29.2,38.6,3,223.46,176.7,176.02,787.17,184.89,933.69
3671.67,29.2,38.6,3,223.46,176.7,176.02,787.17,184.89,933.69
3672.25,29.1,38.6,3,227.46,178.77,179.14,796.84,188.89,945.18
3672.83,29.1,38.6,3,223.46,176.7,176.02,787.17,184.89,933.69
3673.41,29.1,38.6,3,223.46,176.7,176.02,787.17,184.89,933.69
3673.98,29.1,38.6,3,225.47,177.74,177.59,792.03,186.9,939.46
3674.56,29.1,42.1,4,229.44,179.8,180.67,801.61,190.87,950.84
3675.14,29.1,42.1,3,227.46,178.77,179.14,796.84,188.89,945.18
3675.72,29.1,42.1,3,227.46,178.77,179.14,796.84,188.89,945.18
3676.3,29.1,42.1,4,229.44,179.8,180.67,801.61,190.87,950.84
3676.88,29,45.7,3,229.44,179.8,180.67,801.61,190.87,950.84
3677.46,29,45.7,3,225.47,177.74,177.59,792.03,186.9,939.46
3678.04,29,45.7,3,223.46,176.7,176.02,787.17,184.89,933.69
3678.62,29,45.7,3,225.47,177.74,177.59,792.03,186.9,939.46
3679.19,29,47.8,3,229.44,179.8,180.67,801.61,190.87,950.84
3679.78,29,47.8,3,223.46,176.7,176.02,787.17,184.89,933.69
3680.35,29,47.8,3,227.46,178.77,179.14,796.84,188.89,945.18
3680.93,29,47.8,3,227.46,178.77,179.14,796.84,188.89,945.18
3681.51,29,49,3,231.39,180.81,182.2,806.33,192.82,956.46
3682.09,29,49,3,227.46,178.77,179.14,796.84,188.89,945.18
3682.67,29,49,4,227.46,178.77,179.14,796.84,188.89,945.18
3683.25,29,49,3,227.46,178.77,179.14,796.84,188.89,945.18
3683.83,28.9,49.8,3,227.46,178.77,179.14,796.84,188.89,945.18
3684.41,28.9,49.8,3,227.46,178.77,179.14,796.84,188.89,945.18
3684.99,28.9,49.8,3,227.46,178.77,179.14,796.84,188.89,945.18
3685.56,28.9,49.8,3,229.44,179.8,180.67,801.61,190.87,950.84
3686.14,28.9,50.4,3,227.46,178.77,179.14,796.84,188.89,945.18
3686.72,28.9,50.4,3,221.43,175.65,174.44,782.27,182.86,927.87
3687.3,28.9,50.4,3,219.38,174.59,172.85,777.33,180.81,921.99
3687.88,28.9,50.4,3,219.38,174.59,172.85,777.33,180.81,921.99
3688.46,28.9,51,3,219.38,174.59,172.85,777.33,180.81,921.99
3689.04,28.9,51,3,219.38,174.59,172.85,777.33,180.81,921.99
3689.62,28.9,51,3,221.43,175.65,174.44,782.27,182.86,927.87
3690.2,28.9,51,4,225.47,177.74,177.59,792.03,186.9,939.46
3690.78,28.9,51.5,4,227.46,178.77,179.14,796.84,188.89,945.18
3691.36,28.9,51.5,4,244.62,187.66,192.49,838.27,206.05,994.41
3691.93,28.9,51.5,3,217.31,173.52,171.24,772.34,178.74,916.06
3692.51,28.9,51.5,4,231.39,180.81,182.2,806.33,192.82,956.46
3693.09,28.8,51.9,4,233.34,181.82,183.71,811.02,194.76,962.03
3693.67,28.8,51.9,3,204.5,166.88,161.28,741.41,165.93,879.3
3694.25,28.8,51.9,3,215.23,172.44,169.62,767.3,176.65,910.07
3694.83,28.8,51.9,3,193.25,161.06,152.53,714.25,154.68,847.02
3695.41,28.8,52.3,3,197.81,163.42,156.08,725.27,159.24,860.12
3695.99,28.8,52.3,3,219.38,174.59,172.85,777.33,180.81,921.99
3696.57,28.8,52.3,3,225.47,177.74,177.59,792.03,186.9,939.46
3697.14,28.8,52.3,4,235.26,182.81,185.2,815.66,196.69,967.54
3697.72,28.8,51.5,4,242.78,186.71,191.05,833.82,204.21,989.13
3698.3,28.8,51.5,4,237.16,183.8,186.68,820.26,198.59,973.01
3698.88,28.8,51.5,4,251.83,191.39,198.09,855.66,213.26,1015.09
3699.46,28.8,51.5,5,257.08,194.11,202.17,868.32,218.5,1030.13
3700.04,28.8,50.8,3,231.39,180.81,182.2,806.33,192.82,956.46
3700.62,28.8,50.8,4,237.16,183.8,186.68,820.26,198.59,973.01
3701.2,28.8,50.8,4,246.45,188.61,193.9,842.67,207.88,999.65
3701.78,28.8,50.8,4,248.26,189.54,195.31,847.04,209.69,1004.84
3702.36,28.7,50.8,4,237.16,183.8,186.68,820.26,198.59,973.01
3702.94,28.7,50.8,3,225.47,177.74,177.59,792.03,186.9,939.46
3703.52,28.7,50.8,3,221.43,175.65,174.44,782.27,182.86,927.87
3704.1,28.7,50.8,3,221.43,175.65,174.44,782.27,182.86,927.87
3704.67,28.7,50.4,3,223.46,176.7,176.02,787.17,184.89,933.69
3705.26,28.7,50.4,3,223.46,176.7,176.02,787.17,184.89,933.69
3705.83,28.7,50.4,3,223.46,176.7,176.02,787.17,184.89,933.69
3706.41,28.7,50.4,3,223.46,176.7,176.02,787.17,184.89,933.69
3706.99,28.7,50,3,229.44,179.8,180.67,801.61,190.87,950.84
3707.57,28.7,50,3,229.44,179.8,180.67,801.61,190.87,950.84
3708.15,28.7,50,3,231.39,180.81,182.2,806.33,192.82,956.46
3708.73,28.7,50,4,233.34,181.82,183.71,811.02,194.76,962.03
3709.31,28.6,49.5,4,237.16,183.8,186.68,820.26,198.59,973.01
3709.89,28.6,49.5,4,235.26,182.81,185.2,815.66,196.69,967.54
3710.47,28.6,49.5,4,235.26,182.81,185.2,815.66,196.69,967.54
3711.04,28.6,49.5,4,233.34,181.82,183.71,811.02,194.76,962.03
3711.62,28.6,48.9,4,237.16,183.8,186.68,820.26,198.59,973.01
3712.21,28.6,48.9,4,231.39,180.81,182.2,806.33,192.82,956.46
3712.78,28.6,48.9,4,233.34,181.82,183.71,811.02,194.76,962.03
3713.36,28.6,48.9,4,233.34,181.82,183.71,811.02,194.76,962.03
3713.94,28.5,48.2,4,235.26,182.81,185.2,815.66,196.69,967.54
3714.52,28.5,48.2,4,231.39,180.81,182.2,806.33,192.82,956.46
3715.1,28.5,48.2,4,231.39,180.81,182.2,806.33,192.82,956.46
3715.68,28.5,48.2,4,231.39,180.81,182.2,806.33,192.82,956.46
3716.26,28.5,47.9,4,235.26,182.81,185.2,815.66,196.69,967.54
3716.84,28.5,47.9,4,233.34,181.82,183.71,811.02,194.76,962.03
3717.42,28.5,47.9,4,235.26,182.81,185.2,815.66,196.69,967.54
3718,28.5,47.9,4,237.16,183.8,186.68,820.26,198.59,973.01
3718.57,28.4,47.9,4,242.78,186.71,191.05,833.82,204.21,989.13
3719.15,28.4,47.9,4,239.05,184.78,188.15,824.82,200.48,978.43
3719.73,28.4,47.9,4,237.16,183.8,186.68,820.26,198.59,973.01
3720.31,28.4,47.9,4,237.16,183.8,186.68,820.26,198.59,973.01
3720.89,28.4,48,4,239.05,184.78,188.15,824.82,200.48,978.43
3721.47,28.4,48,4,239.05,184.78,188.15,824.82,200.48,978.43
3722.05,28.4,48,4,242.78,186.71,191.05,833.82,204.21,989.13
3722.63,28.4,48,4,251.83,191.39,198.09,855.66,213.26,1015.09
3723.21,28.4,47.9,5,260.5,195.88,204.83,876.58,221.93,1039.96
3723.79,28.4,47.9,5,260.5,195.88,204.83,876.58,221.93,1039.96
3724.37,28.4,47.9,4,257.08,194.11,202.17,868.32,218.5,1030.13
3724.95,28.4,47.9,5,260.5,195.88,204.83,876.58,221.93,1039.96
3725.53,28.3,47.7,5,257.08,194.11,202.17,868.32,218.5,1030.13
3726.11,28.3,47.7,5,262.19,196.76,206.15,880.67,223.62,1044.81
3726.69,28.3,47.7,4,251.83,191.39,198.09,855.66,213.26,1015.09
3727.27,28.3,47.7,4,248.26,189.54,195.31,847.04,209.69,1004.84
3727.85,28.2,48.1,4,240.93,185.75,189.61,829.34,202.36,983.81
3728.43,28.2,48.1,4,242.78,186.71,191.05,833.82,204.21,989.13
3729.01,28.2,48.1,4,240.93,185.75,189.61,829.34,202.36,983.81
3729.59,28.2,48.1,4,240.93,185.75,189.61,829.34,202.36,983.81
3730.16,28.2,48.6,4,246.45,188.61,193.9,842.67,207.88,999.65
3730.75,28.2,48.6,4,242.78,186.71,191.05,833.82,204.21,989.13
3731.32,28.2,48.6,4,242.78,186.71,191.05,833.82,204.21,989.13
3731.9,28.2,48.6,4,237.16,183.8,186.68,820.26,198.59,973.01
3732.48,28.1,48.6,4,258.79,195,203.51,872.47,220.22,1035.07
3733.06,28.1,48.6,4,240.93,185.75,189.61,829.34,202.36,983.81
3733.64,28.1,48.6,4,244.62,187.66,192.49,838.27,206.05,994.41
3734.22,28.1,48.6,4,242.78,186.71,191.05,833.82,204.21,989.13
3734.8,28.1,49.1,4,248.26,189.54,195.31,847.04,209.69,1004.84
3735.38,28.1,49.1,5,265.53,198.48,208.75,888.73,226.96,1054.39
3735.96,28.1,49.1,3,227.46,178.77,179.14,796.84,188.89,945.18
3736.54,28.1,49.1,3,229.44,179.8,180.67,801.61,190.87,950.84
3737.12,28,49.6,4,229.44,179.8,180.67,801.61,190.87,950.84
3737.7,28,49.6,3,225.47,177.74,177.59,792.03,186.9,939.46
3738.28,28,49.6,4,229.44,179.8,180.67,801.61,190.87,950.84
3738.85,28,49.6,3,239.05,184.78,188.15,824.82,200.48,978.43
3739.43,28,49.8,4,239.05,184.78,188.15,824.82,200.48,978.43
3740.01,28,49.8,4,246.45,188.61,193.9,842.67,207.88,999.65
3740.59,28,49.8,4,242.78,186.71,191.05,833.82,204.21,989.13
3741.17,28,49.8,4,240.93,185.75,189.61,829.34,202.36,983.81
3741.75,27.9,50.1,4,242.78,186.71,191.05,833.82,204.21,989.13
3742.33,27.9,50.1,4,242.78,186.71,191.05,833.82,204.21,989.13
3742.91,27.9,50.1,4,242.78,186.71,191.05,833.82,204.21,989.13
3743.49,27.9,50.1,4,242.78,186.71,191.05,833.82,204.21,989.13
3744.07,27.8,50,4,250.05,190.47,196.71,851.37,211.48,1009.98
3744.65,27.8,50,4,239.05,184.78,188.15,824.82,200.48,978.43
3745.23,27.8,50,4,239.05,184.78,188.15,824.82,200.48,978.43
3745.8,27.8,50,4,250.05,190.47,196.71,851.37,211.48,1009.98
3746.38,27.8,49.5,4,250.05,190.47,196.71,851.37,211.48,1009.98
3746.97,27.8,49.5,4,253.59,192.3,199.46,859.91,215.02,1020.14
3747.55,27.8,49.5,4,251.83,191.39,198.09,855.66,213.26,1015.09
3748.12,27.8,49.5,4,253.59,192.3,199.46,859.91,215.02,1020.14
3748.7,27.7,49.4,4,240.93,185.75,189.61,829.34,202.36,983.81
3749.29,27.7,49.4,4,240.93,185.75,189.61,829.34,202.36,983.81
3749.86,27.7,49.4,4,251.83,191.39,198.09,855.66,213.26,1015.09
3750.44,27.7,49.4,4,240.93,185.75,189.61,829.34,202.36,983.81
3751.02,27.7,49.5,4,239.05,184.78,188.15,824.82,200.48,978.43
3751.6,27.7,49.5,4,229.44,179.8,180.67,801.61,190.87,950.84
3752.18,27.7,49.5,3,227.46,178.77,179.14,796.84,188.89,945.18
3752.76,27.7,49.5,3,227.46,178.77,179.14,796.84,188.89,945.18
3753.34,27.6,49.3,3,225.47,177.74,177.59,792.03,186.9,939.46
3753.92,27.6,49.3,4,225.47,177.74,177.59,792.03,186.9,939.46
3754.5,27.6,49.3,4,227.46,178.77,179.14,796.84,188.89,945.18
3755.08,27.6,49.3,4,231.39,180.81,182.2,806.33,192.82,956.46
3755.65,27.6,48.6,4,246.45,188.61,193.9,842.67,207.88,999.65
3756.23,27.6,48.6,4,240.93,185.75,189.61,829.34,202.36,983.81
3756.81,27.6,48.6,4,240.93,185.75,189.61,829.34,202.36,983.81
3757.39,27.6,48.6,4,239.05,184.78,188.15,824.82,200.48,978.43
3757.97,27.5,47.6,4,244.62,187.66,192.49,838.27,206.05,994.41
3758.55,27.5,47.6,4,237.16,183.8,186.68,820.26,198.59,973.01
3759.13,27.5,47.6,4,235.26,182.81,185.2,815.66,196.69,967.54
3759.71,27.5,47.6,4,233.34,181.82,183.71,811.02,194.76,962.03
3760.29,27.4,46.9,4,235.26,182.81,185.2,815.66,196.69,967.54
3760.87,27.4,46.9,4,233.34,181.82,183.71,811.02,194.76,962.03
3761.45,27.4,46.9,4,229.44,179.8,180.67,801.61,190.87,950.84
3762.02,27.4,46.9,3,225.47,177.74,177.59,792.03,186.9,939.46
3762.6,27.3,46.1,4,225.47,177.74,177.59,792.03,186.9,939.46
3763.18,27.3,46.1,4,229.44,179.8,180.67,801.61,190.87,950.84
3763.76,27.3,46.1,3,221.43,175.65,174.44,782.27,182.86,927.87
3764.34,27.3,46.1,3,221.43,175.65,174.44,782.27,182.86,927.87
3764.92,27.2,45.7,4,227.46,178.77,179.14,796.84,188.89,945.18
3765.5,27.2,45.7,3,223.46,176.7,176.02,787.17,184.89,933.69
3766.08,27.2,45.7,3,225.47,177.74,177.59,792.03,186.9,939.46
3766.66,27.2,45.7,4,227.46,178.77,179.14,796.84,188.89,945.18
3767.23,27.2,45.2,4,229.44,179.8,180.67,801.61,190.87,950.84
3767.82,27.2,45.2,3,223.46,176.7,176.02,787.17,184.89,933.69
3768.39,27.2,45.2,3,223.46,176.7,176.02,787.17,184.89,933.69
3768.97,27.2,45.2,4,225.47,177.74,177.59,792.03,186.9,939.46
3769.55,27.1,44.4,4,240.93,185.75,189.61,829.34,202.36,983.81
3770.13,27.1,44.4,4,237.16,183.8,186.68,820.26,198.59,973.01
3770.71,27.1,44.4,4,231.39,180.81,182.2,806.33,192.82,956.46
3771.29,27.1,44.4,4,231.39,180.81,182.2,806.33,192.82,956.46
3771.87,27.1,43.8,4,229.44,179.8,180.67,801.61,190.87,950.84
3773.03,27.1,43.8,3,217.31,173.52,171.24,772.34,178.74,916.06
3773.6,27.1,43.8,3,213.12,171.35,167.98,762.22,174.55,904.03
3774.18,27,42.9,3,217.31,173.52,171.24,772.34,178.74,916.06
3774.76,27,42.9,3,213.12,171.35,167.98,762.22,174.55,904.03
3775.34,27,42.9,3,215.23,172.44,169.62,767.3,176.65,910.07
3775.92,27,42.9,3,215.23,172.44,169.62,767.3,176.65,910.07
3776.5,26.8,42.6,3,217.31,173.52,171.24,772.34,178.74,916.06
3777.08,26.8,42.6,3,217.31,173.52,171.24,772.34,178.74,916.06
3777.66,26.8,42.6,4,227.46,178.77,179.14,796.84,188.89,945.18
3778.24,26.8,42.6,4,229.44,179.8,180.67,801.61,190.87,950.84
3778.82,26.8,42.4,4,235.26,182.81,185.2,815.66,196.69,967.54
3779.4,26.8,42.4,4,227.46,178.77,179.14,796.84,188.89,945.18
3779.98,26.8,42.4,4,223.46,176.7,176.02,787.17,184.89,933.69
3780.55,26.8,42.4,4,225.47,177.74,177.59,792.03,186.9,939.46
3781.13,26.7,42.2,4,231.39,180.81,182.2,806.33,192.82,956.46
3781.71,26.7,42.2,4,233.34,181.82,183.71,811.02,194.76,962.03
3782.29,26.7,42.2,3,217.31,173.52,171.24,772.34,178.74,916.06
3782.87,26.7,42.2,3,215.23,172.44,169.62,767.3,176.65,910.07
3783.45,26.6,41.9,3,210.99,170.25,166.33,757.09,172.42,897.94
3784.03,26.6,41.9,3,206.68,168.02,162.98,746.68,168.11,885.57
3784.61,26.6,41.9,3,204.5,166.88,161.28,741.41,165.93,879.3
3785.19,26.6,41.9,3,206.68,168.02,162.98,746.68,168.11,885.57
3785.76,26.5,42,3,208.85,169.14,164.66,751.91,170.28,891.78
3786.35,26.5,42,3,206.68,168.02,162.98,746.68,168.11,885.57
3786.92,26.5,42,3,206.68,168.02,162.98,746.68,168.11,885.57
3787.5,26.5,42,3,206.68,168.02,162.98,746.68,168.11,885.57
3788.08,26.4,41.6,3,208.85,169.14,164.66,751.91,170.28,891.78
3788.66,26.4,41.6,3,206.68,168.02,162.98,746.68,168.11,885.57
3789.24,26.4,41.6,3,206.68,168.02,162.98,746.68,168.11,885.57
3789.82,26.4,41.6,3,206.68,168.02,162.98,746.68,168.11,885.57
3790.4,26.3,40.9,3,208.85,169.14,164.66,751.91,170.28,891.78
3790.98,26.3,40.9,3,208.85,169.14,164.66,751.91,170.28,891.78
3791.56,26.3,40.9,3,208.85,169.14,164.66,751.91,170.28,891.78
3792.14,26.3,40.9,3,208.85,169.14,164.66,751.91,170.28,891.78
3792.71,26.2,40.2,3,210.99,170.25,166.33,757.09,172.42,897.94
3793.29,26.2,40.2,3,206.68,168.02,162.98,746.68,168.11,885.57
3793.87,26.2,40.2,3,215.23,172.44,169.62,767.3,176.65,910.07
3794.45,26.2,40.2,3,206.68,168.02,162.98,746.68,168.11,885.57
3795.03,26.1,39.2,3,208.85,169.14,164.66,751.91,170.28,891.78
3795.61,26.1,39.2,3,206.68,168.02,162.98,746.68,168.11,885.57
3796.19,26.1,39.2,3,206.68,168.02,162.98,746.68,168.11,885.57
3796.77,26.1,39.2,3,204.5,166.88,161.28,741.41,165.93,879.3
3797.35,26,39.1,3,206.68,168.02,162.98,746.68,168.11,885.57
3797.93,26,39.1,3,204.5,166.88,161.28,741.41,165.93,879.3
3797.35,26,39.1,3,206.68,168.02,162.98,746.68,168.11,885.57
3797.93,26,39.1,3,204.5,166.88,161.28,741.41,165.93,879.3
3798.51,26,39.1,3,204.5,166.88,161.28,741.41,165.93,879.3
3799.08,26,39.1,3,204.5,166.88,161.28,741.41,165.93,879.3
3799.66,25.9,39.4,3,204.5,166.88,161.28,741.41,165.93,879.3
3800.25,25.9,39.4,3,213.12,171.35,167.98,762.22,174.55,904.03
3800.82,25.9,39.4,3,204.5,166.88,161.28,741.41,165.93,879.3
3801.4,25.9,39.4,3,204.5,166.88,161.28,741.41,165.93,879.3
3801.98,25.8,39.8,3,206.68,168.02,162.98,746.68,168.11,885.57
3802.56,25.8,39.8,3,204.5,166.88,161.28,741.41,165.93,879.3
3803.14,25.8,39.8,3,202.29,165.74,159.56,736.08,163.72,872.96
3803.72,25.8,39.8,3,202.29,165.74,159.56,736.08,163.72,872.96
3804.29,25.7,39.9,3,204.5,166.88,161.28,741.41,165.93,879.3
3804.88,25.7,39.9,3,202.29,165.74,159.56,736.08,163.72,872.96
3805.45,25.7,39.9,3,202.29,165.74,159.56,736.08,163.72,872.96
3806.03,25.7,39.9,3,200.06,164.59,157.83,730.7,161.49,866.57
3806.61,25.6,40.4,3,217.31,173.52,171.24,772.34,178.74,916.06
3807.19,25.6,40.4,3,204.5,166.88,161.28,741.41,165.93,879.3
3807.77,25.6,40.4,3,204.5,166.88,161.28,741.41,165.93,879.3
3808.35,25.6,40.4,3,202.29,165.74,159.56,736.08,163.72,872.96
3808.93,25.5,41.1,3,204.5,166.88,161.28,741.41,165.93,879.3
